accuracy,precision,recall,f1,roc_auc,threshold
0.9859101294744859,0.9767441860465116,0.9857142857142858,0.9812087353986796,0.9980949487936122,0.1
0.9851485148514851,0.9766970618034447,0.9836734693877551,0.9801728520589731,0.9980949487936122,0.11
0.9851485148514851,0.9766970618034447,0.9836734693877551,0.9801728520589731,0.9980949487936122,0.12000000000000001
0.9851485148514851,0.9766970618034447,0.9836734693877551,0.9801728520589731,0.9980949487936122,0.13
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.14
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.15000000000000002
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.16
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.17
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.18
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.19
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.2
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.21000000000000002
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.22
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.23
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.24000000000000002
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.25
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.26
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.27
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.28
0.9843869002284844,0.9766497461928934,0.9816326530612245,0.9791348600508906,0.9980949487936122,0.29000000000000004
0.9847677075399848,0.9776422764227642,0.9816326530612245,0.9796334012219959,0.9980949487936122,0.30000000000000004
0.9847677075399848,0.9776422764227642,0.9816326530612245,0.9796334012219959,0.9980949487936122,0.31
0.9847677075399848,0.9776422764227642,0.9816326530612245,0.9796334012219959,0.9980949487936122,0.32
0.9847677075399848,0.9776422764227642,0.9816326530612245,0.9796334012219959,0.9980949487936122,0.33
0.9847677075399848,0.9776422764227642,0.9816326530612245,0.9796334012219959,0.9980949487936122,0.33999999999999997
0.9847677075399848,0.9776422764227642,0.9816326530612245,0.9796334012219959,0.9980949487936122,0.35
0.9847677075399848,0.9776422764227642,0.9816326530612245,0.9796334012219959,0.9980949487936122,0.36
0.9843869002284844,0.9776195320447609,0.9806122448979592,0.9791136016301579,0.9980949487936122,0.37
0.984006092916984,0.9775967413441955,0.9795918367346939,0.9785932721712538,0.9980949487936122,0.38
0.9843869002284844,0.9785932721712538,0.9795918367346939,0.9790922998470168,0.9980949487936122,0.39
0.9843869002284844,0.9785932721712538,0.9795918367346939,0.9790922998470168,0.9980949487936122,0.4
0.9847677075399848,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9980949487936122,0.41000000000000003
0.9847677075399848,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9980949487936122,0.42000000000000004
0.9847677075399848,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9980949487936122,0.43000000000000005
0.9847677075399848,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9980949487936122,0.44000000000000006
0.9847677075399848,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9980949487936122,0.45000000000000007
0.9847677075399848,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9980949487936122,0.45999999999999996
0.9847677075399848,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9980949487936122,0.47
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.48
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.49
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.5
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.51
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.52
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.53
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.54
0.984006092916984,0.9795501022494888,0.9775510204081632,0.9785495403472931,0.9980949487936122,0.55
0.9836252856054837,0.9795291709314228,0.976530612244898,0.9780275932549821,0.9980949487936122,0.56
0.9832444782939832,0.9795081967213115,0.9755102040816327,0.9775051124744376,0.9980949487936122,0.5700000000000001
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.58
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.59
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.6
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.61
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.62
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.63
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.64
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.65
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.66
0.9828636709824828,0.9794871794871794,0.9744897959183674,0.9769820971867008,0.9980949487936122,0.67
