accuracy,precision,recall,f1,roc_auc,threshold
0.9824828636709825,0.9784836065573771,0.9744897959183674,0.976482617586912,0.9978141195724949,0.56
0.9824828636709825,0.9804526748971193,0.9724489795918367,0.9764344262295082,0.9978141195724949,0.5700000000000001
0.9821020563594821,0.9814241486068112,0.9704081632653061,0.9758850692662904,0.9978141195724949,0.58
0.9817212490479817,0.981404958677686,0.9693877551020408,0.9753593429158111,0.9978141195724949,0.59
0.9798172124904798,0.9843260188087775,0.9612244897959183,0.9726381001548787,0.9978141195724949,0.6
0.9794364051789795,0.9873684210526316,0.9571428571428572,0.9720207253886011,0.9978141195724949,0.61
0.9779131759329779,0.9873150105708245,0.9530612244897959,0.9698857736240913,0.9978141195724949,0.62
0.9775323686214775,0.9873015873015873,0.9520408163265306,0.9693506493506493,0.9978141195724949,0.63
0.9748667174409749,0.9872068230277186,0.9448979591836735,0.9655891553701773,0.9978141195724949,0.64
0.9722010662604722,0.9871106337271751,0.9377551020408164,0.9618001046572475,0.9978141195724949,0.65
0.9699162223914699,0.987027027027027,0.9316326530612244,0.9585301837270341,0.9978141195724949,0.66
0.9683929931454683,0.9869706840390879,0.9275510204081633,0.9563387690689111,0.9978141195724949,0.67
0.9661081492764662,0.9879518072289156,0.9204081632653062,0.9529846804014791,0.9978141195724949,0.6799999999999999
0.9645849200304646,0.9889746416758545,0.9153061224489796,0.9507154213036566,0.9978141195724949,0.69
0.9623000761614623,0.9899888765294772,0.9081632653061225,0.9473124002128792,0.9978141195724949,0.7
0.9577303884234577,0.9898534385569335,0.8959183673469387,0.9405463310123192,0.9978141195724949,0.71
0.953922315308454,0.9897377423033067,0.8857142857142857,0.934841141626279,0.9978141195724949,0.72
0.9527798933739527,0.9919540229885058,0.8806122448979592,0.932972972972973,0.9978141195724949,0.73
0.9504950495049505,0.9918981481481481,0.8744897959183674,0.9295010845986985,0.9978141195724949,0.74
0.9478293983244478,0.9918319719953326,0.8673469387755102,0.9254218835057159,0.9978141195724949,0.75
0.9421172886519421,0.9940334128878282,0.85,0.9163916391639164,0.9978141195724949,0.76
0.9364051789794364,0.9963369963369964,0.8326530612244898,0.9071706503613118,0.9978141195724949,0.77
0.9329779131759329,0.9975247524752475,0.8224489795918367,0.901565995525727,0.9978141195724949,0.78
0.928027418126428,0.9974842767295597,0.8091836734693878,0.8935211267605634,0.9978141195724949,0.79
0.9215536938309216,0.9974293059125964,0.7918367346938775,0.8828213879408419,0.9978141195724949,0.8
0.9166031987814166,0.9973856209150327,0.7785714285714286,0.8744985673352436,0.9978141195724949,0.8099999999999999
0.9101294744859101,0.9973262032085561,0.7612244897959184,0.8634259259259259,0.9978141195724949,0.82
0.9021325209444021,0.9972489683631361,0.7397959183673469,0.849443468072642,0.9978141195724949,0.83
0.8948971820258949,0.9971751412429378,0.7204081632653061,0.8364928909952607,0.9978141195724949,0.84
0.8872810357958872,0.997093023255814,0.7,0.8225419664268585,0.9978141195724949,0.85
0.8792840822543793,0.9984962406015038,0.6775510204081633,0.8072948328267477,0.9978141195724949,0.86
0.869002284843869,0.9984326018808778,0.65,0.7873918417799752,0.9978141195724949,0.87
0.856054836252856,0.9983443708609272,0.6153061224489796,0.7613636363636364,0.9978141195724949,0.88
0.8431073876618431,0.9982456140350877,0.5806122448979592,0.7341935483870968,0.9978141195724949,0.89
0.8293983244478293,0.99812734082397,0.5438775510204081,0.7040951122853368,0.9978141195724949,0.9
